"kommune";"year";"bef_tot";"prop_unge_menn";"prop_kvinner_16_18";"prop_menn_16_18";"prop_menn_19_34";"prop_kvinner_19_34";"prop_shj_mottakere";"prop_shj_mottakere_6mnd";"gj_innt_17_34";"gj_innt_35_66";"gj_innt_alle";"lovb_ialt";"Orden";"Rusmiddellovbrudd";"Trafikkovertredelse";"Vold";"lovb_annet"
"0301";2015;647676;0.157645180614999;0.0132550843322896;0.0137306307474725;0.143914549867526;0.149177984053755;0.0295950444357981;0.0143466795125958;323000;648600;504200;110;14.3;12.3;7.1;10.2;17.3
"0402";2015;17881;0.109166154018232;0.017280912700632;0.0186231195123315;0.0905430345059001;0.0811475868240031;0.0347855265365472;0.0111850567641631;228900;473800;381500;75.1;12.4;12.1;11.3;8.9;13.2
"0403";2015;29847;0.120079069923275;0.0175226990987369;0.0181257747847355;0.10195329513854;0.0935102355345596;0.0336047173920327;0.016953127617516;241400;539700;420700;69;8;12.2;5.5;6.9;10.5
"0412";2015;33603;0.114573103591941;0.0201470106835699;0.0208612326280392;0.093711870963902;0.0888313543433622;0.0296402106954736;0.0113680326161355;257800;480300;385800;41.5;3.2;9.8;6.7;3.7;8.7
"0415";2015;7552;0.115201271186441;0.0202595338983051;0.0199947033898305;0.0952065677966102;0.0930879237288136;0.0289989406779661;0.0139036016949153;245100;458100;370300;83.2;6.1;9.7;45.4;4;6.2
"0417";2015;20013;0.115624843851497;0.0187877879378404;0.0234347674011892;0.0921900764503073;0.0896417328736321;0.0274821366112027;0.014390646080048;241200;484100;387400;62.1;11.4;8.5;18.1;4.2;7.4
"0418";2015;5128;0.094578783151326;0.0177457098283931;0.0189157566302652;0.0756630265210608;0.0735179407176287;0.0349063962558502;0.00955538221528861;248600;437600;363400;41.3;16.4;5.5;4.3;3.9;4.5
"0419";2015;7800;0.108461538461538;0.0194871794871795;0.0180769230769231;0.0903846153846154;0.0796153846153846;0.0328205128205128;0.00782051282051282;256400;469500;387500;41;3.2;7.3;11.2;4.1;5.8
"0420";2015;6219;0.101624055314359;0.0178485287023637;0.0212252773757839;0.0803987779385753;0.0726804952564721;0.0450233156456022;0.0183309213699952;217000;426600;347100;93.7;12.1;13.3;24.9;6.3;25.7
"0423";2015;4853;0.0984957758087781;0.0177209973212446;0.0208118689470431;0.077683906861735;0.0651143622501545;0.0389449824850608;0.0123634865031939;206600;450900;355900;47;7;7.8;9.7;4.3;10.1
"0425";2015;7561;0.104086761010448;0.0158709165454305;0.0162676894590663;0.0878190715513821;0.074064277212009;0.0406030948287264;0.0145483401666446;208000;439100;349100;51.7;6.9;7.4;8.7;4.4;13.6
"0426";2015;3790;0.0941952506596306;0.0168865435356201;0.0187335092348285;0.0754617414248021;0.0699208443271768;0.0364116094986807;0.00897097625329815;239800;432800;359100;66.5;9.5;11.6;9;7.1;13.5
"0427";2015;20794;0.118784264691738;0.0161104164662884;0.0203424064634029;0.0984418582283351;0.0994998557276137;0.0296720207752236;0.0127440607867654;246300;492600;391300;99.4;8.4;13.9;30.6;7.2;15.2
"0428";2015;6569;0.105191048865885;0.0150707870299893;0.0167453189222104;0.0884457299436748;0.077485157558228;0.0318161059521997;0.0135484853097884;222900;434200;348100;87.4;16;11.6;13.9;6.9;12.2
"0429";2015;4456;0.133752244165171;0.0154847396768402;0.0192998204667864;0.114452423698384;0.0868491921005386;0.040394973070018;0.00763016157989228;275300;451600;367100;46.7;5.2;5.2;5.8;5.4;9.6
"0430";2015;2619;0.124856815578465;0.0145093547155403;0.0194730813287514;0.105383734249714;0.0775105001909126;0.0427644138984345;0.0110729285987018;164200;413700;319400;95.1;6.1;14.1;41.2;4.6;15.7
"0432";2015;1885;0.0901856763925729;0.0180371352785146;0.0196286472148541;0.0705570291777188;0.0641909814323607;0.0249336870026525;0.0026525198938992;223800;429000;348600;36.1;3.7;3.2;5.3;3.2;11.1
"0437";2015;5562;0.116684645810859;0.0228335131247753;0.0222941387989932;0.0943905070118662;0.0841423948220065;0.0248112189859763;0.00593311758360302;233000;476200;378100;45.1;4.5;3.6;16.7;3.4;6.1
"0438";2015;2418;0.110421836228288;0.0206782464846981;0.0223325062034739;0.0880893300248139;0.086435070306038;0.0272952853598015;0.00620347394540943;248800;474900;378000;79.4;2.5;2.9;59.6;2.5;6.2
"0501";2015;27300;0.126520146520147;0.0177655677655678;0.0190842490842491;0.107435897435897;0.106080586080586;0.0242490842490843;0.0104395604395604;240100;548500;418900;51.2;5.7;11.1;5.8;4.7;6.7
"0502";2015;30063;0.125203738815155;0.0175298539733227;0.0194591358147889;0.105744603000366;0.0983268469547284;0.0340285400658617;0.0145694042510727;251100;500500;395300;60.3;6.7;12.9;8.6;7;8.2
"0511";2015;2745;0.115482695810565;0.0185792349726776;0.024408014571949;0.0910746812386157;0.0783242258652095;0.0295081967213115;0.00473588342440801;228100;446100;358100;61.6;4.7;8.4;25.1;2.9;8
"0513";2015;2245;0.101559020044543;0.0160356347438753;0.0160356347438753;0.0855233853006682;0.0797327394209354;0.0342984409799555;0.00979955456570156;265300;442200;366000;26.7;3.1;2.7;7.1;3.6;7.1
"0515";2015;3675;0.10312925170068;0.0185034013605442;0.0204081632653061;0.0827210884353742;0.08;0.028843537414966;0.00598639455782313;257900;464700;370100;21.2;3;1.6;5.4;1.9;5.2
"0516";2015;5754;0.102884949600278;0.0158150851581509;0.0196385123392423;0.0832464372610358;0.0762947514772332;0.0257212374000695;0.00816823079596802;276000;487300;393400;40.1;3.6;5.7;11.5;4.3;8
"0517";2015;5965;0.117351215423303;0.0189438390611903;0.0238055322715842;0.0935456831517184;0.0779547359597653;0.040905280804694;0.0113998323554065;212100;428500;337800;45.9;2.5;2.7;20.1;4;8.7
"0519";2015;3204;0.114544319600499;0.0143570536828964;0.0224719101123595;0.0920724094881398;0.0774032459425718;0.0215355805243446;0.00436953807740325;278900;481300;382500;24;2.2;2.5;7.2;3.7;4.1
"0520";2015;4459;0.111908499663602;0.0186140390222023;0.0179412424310384;0.0939672572325634;0.0807355909396726;0.0177169769006504;0.00493384166853555;250700;443300;366200;35;2;2.9;7.8;2.9;7.6
"0521";2015;5065;0.129713721618954;0.0217176702862784;0.0252714708785785;0.104442250740375;0.0900296150049358;0.0325765054294176;0.0100691016781836;230400;489000;380900;57.5;3.8;4.7;21.3;3.2;7.7
"0522";2015;6210;0.113365539452496;0.0206119162640902;0.019645732689211;0.093719806763285;0.0790660225442834;0.0122383252818035;0.00483091787439614;272400;468700;378800;18;1.1;2.7;2.9;1.9;4.8
"0528";2015;14796;0.109624222762909;0.0186536901865369;0.0198026493646932;0.0898215733982157;0.0813057583130576;0.0214247093809138;0.00412273587456069;244900;477400;383600;27.2;2.8;3.4;6.8;3.5;5.9
"0529";2015;13152;0.110553527980535;0.0172597323600973;0.0187804136253041;0.0917731143552311;0.0850821167883212;0.0231903892944039;0.00661496350364963;255600;463900;380700;49.9;3.1;11.1;10.4;6.9;8.1
"0532";2015;6599;0.116078193665707;0.0187907258675557;0.0234884073344446;0.0925897863312623;0.0865282618578573;0.0234884073344446;0.00727382936808607;253200;481100;388100;36.1;2.9;7.4;5.8;5.8;6.5
"0533";2015;9003;0.110185493724314;0.0202154837276463;0.0233255581472842;0.0868599355770299;0.0886371209596801;0.0267688548261691;0.00599800066644452;251600;513100;418400;51.8;4.6;10.7;16.6;6.9;6.1
"0534";2015;13685;0.108074534161491;0.0209718670076726;0.0191450493240775;0.0889294848374132;0.0838874680306905;0.0298136645962733;0.00752648885641213;253800;505000;402500;45.5;6.1;9.3;8.3;4.5;6.6
"0536";2015;5772;0.117463617463617;0.0178447678447678;0.0195772695772696;0.0978863478863479;0.0772695772695773;0.0145530145530146;0.00190575190575191;231300;420200;345500;37.8;4.5;4.7;8.1;5;8.1
"0538";2015;6740;0.113056379821958;0.0206231454005935;0.0198813056379822;0.0931750741839763;0.0792284866468843;0.027299703264095;0.00623145400593472;245700;434700;353300;45;3;3.1;5.5;4.7;20.5
"0540";2015;3094;0.106334841628959;0.0180995475113122;0.0206851971557854;0.0856496444731739;0.0746606334841629;0.0358758888170653;0.00840336134453781;242000;439300;353300;34.3;4.5;3.9;13.6;3.2;4.5
"0542";2015;6466;0.110114444788122;0.0165480977420353;0.0201051654809774;0.0900092793071451;0.0909372100216517;0.0436127435818126;0.0123724095267553;254700;471800;385400;67.4;6.5;15.8;13.5;7.7;9.7
"0543";2015;2180;0.0940366972477064;0.0206422018348624;0.0146788990825688;0.0793577981651376;0.0779816513761468;0.0412844036697248;0.0110091743119266;263700;455700;380500;33.9;3.7;4.1;8.3;2.8;8.7
"0544";2015;3199;0.116911534854642;0.0181306658330728;0.0190684588934042;0.0978430759612379;0.0900281337918099;0.026570803376055;0.00750234448265083;262900;481700;388700;39.1;5.6;3.4;4.7;4.4;6.9
"0545";2015;1619;0.128474366893144;0.0222359481161211;0.012970969734404;0.11550339715874;0.0877084620135886;0.0259419394688079;0.0080296479308215;190100;429900;341300;42;5.6;4.9;4.3;3.1;9.9
"0602";2015;67016;0.128014205562851;0.0172794556523815;0.0172197684135132;0.110794437149337;0.107093828339501;0.026948788349051;0.0110570610003581;275300;548700;435800;81.8;11;14.9;8;8;12.7
"0604";2015;26711;0.126651941147842;0.0166598030773839;0.0186440043427801;0.108007936805062;0.09464265658343;0.02452173261952;0.0100333196061548;283200;594200;467700;53.1;6.4;12.3;6.1;4.1;8
"0605";2015;29712;0.11897549811524;0.0167945611200862;0.018746634356489;0.100228863758751;0.0936995153473344;0.0335554658050619;0.014472267097469;250100;496100;399000;66;6.6;12.9;13.1;7.4;8.1
"0612";2015;6698;0.107196177963571;0.0159749178859361;0.0186622872499254;0.0885338907136459;0.0891310839056435;0.0203045685279188;0.00671842340997313;252400;584400;480700;46.4;3;4.9;21.5;2.1;6.1
"0616";2015;3414;0.110134739308729;0.0196250732278852;0.0213825424721734;0.0887521968365554;0.0834797891036907;0.0275336848271822;0.00615114235500879;206200;498800;382200;62.7;4.1;10.8;25.2;4.7;7
"0617";2015;4588;0.106582388840453;0.016564952048823;0.0211421098517873;0.0854402789886661;0.0865300784655623;0.035745422842197;0.013077593722755;276400;486600;398600;76.5;12.2;10.7;18.5;8.9;8.5
"0618";2015;2344;0.13438566552901;0.0213310580204778;0.0221843003412969;0.112201365187713;0.101109215017065;0.0234641638225256;0.0068259385665529;212300;514800;395500;174.5;14.1;33.3;9.4;12.4;9.4
"0619";2015;4716;0.108990670059372;0.0226887192536048;0.0178117048346056;0.0911789652247667;0.0776081424936387;0.0279898218829517;0.00678541136556404;254000;527400;410500;31.8;1.9;4.7;10.4;1.7;6.4
"0620";2015;4471;0.118318049653321;0.0152091254752852;0.0187877432341758;0.0995303064191456;0.0948333706106017;0.0129724893759785;0.00223663609930664;275000;518900;419300;57.9;6;6.5;8.3;3.4;8.9
"0621";2015;3520;0.0954545454545455;0.0198863636363636;0.01875;0.0767045454545455;0.0784090909090909;0.0241477272727273;0.00795454545454545;278300;484500;442600;21.6;2;2.6;4.3;2;4.5
"0622";2015;2268;0.104497354497354;0.0154320987654321;0.0141093474426808;0.0903880070546737;0.0978835978835979;0.0348324514991182;0.00485008818342152;329500;499100;425800;58.2;3.5;7.5;11.9;4;7.5
"0623";2015;13685;0.114797223237121;0.0173182316404823;0.0198757763975155;0.0949214468396054;0.0878333942272561;0.0316404822798685;0.0161490683229814;268700;482700;396600;45.9;4;9.6;7.2;4.2;8.1
"0624";2015;18039;0.121181883696435;0.0174621653084983;0.0201785021342646;0.101003381562171;0.0960696269194523;0.030544930428516;0.0083153168135706;270700;522200;420100;51.7;4.9;9.5;10.3;4.6;8
"0625";2015;24154;0.119731721454003;0.0205763020617703;0.0208661091330628;0.0988656123209406;0.096588556760785;0.0320443818829179;0.0110126687091165;252500;509400;406800;48.2;5.2;9.7;6.4;5.2;8.2
"0626";2015;25378;0.112656631728269;0.0184805737252739;0.0206084009772244;0.0920482307510442;0.0881866183308377;0.0215146977697218;0.00878713846638821;254300;612400;482800;47.4;4.1;6.5;12.2;3.7;7.1
"0627";2015;21038;0.108803118167126;0.0205342713185664;0.0211997338150014;0.0876033843521247;0.0869379218556897;0.0157334347371423;0.00366004373039262;248700;588600;468600;28.9;3;3.7;4.8;3.3;6.2
"0628";2015;9365;0.103256807261078;0.0201815269620929;0.0213561131873999;0.0819006940736786;0.0739989321943406;0.0313934863854778;0.00832888414308596;223000;532800;422800;45.5;3.5;6.7;7.5;4.7;9.5
"0631";2015;2671;0.10819917633845;0.0164732309996256;0.020591538749532;0.087607637588918;0.0872332459752902;0.028453762635717;0.00973418195432422;282100;514800;417200;28.5;2.2;2.2;5.6;3;4.1
"0633";2015;2541;0.120031483667847;0.0165289256198347;0.0279417552144825;0.0920897284533648;0.0739866194411649;0.0200708382526564;0.00669027941755215;257800;463100;376900;34.2;2.8;6.3;6.7;3.1;6.3
"0701";2015;26903;0.121919488532877;0.0189569936438315;0.0196260640077315;0.102293424525146;0.0924432219455079;0.0328216184068691;0.0117459019440211;223700;508100;400400;74;7.5;19.3;9.1;8.7;9.3
"0702";2015;10661;0.1110590000938;0.0173529687646562;0.0196979645436638;0.091361035550136;0.0889222399399681;0.0290779476596942;0.0071287871681831;248600;507900;412400;68.1;5.5;14;16.9;7.3;8.5
"0704";2015;41920;0.127170801526718;0.0174856870229008;0.0187261450381679;0.10844465648855;0.103411259541985;0.032013358778626;0.00978053435114504;260300;563900;439400;109.1;11.5;23.3;11.6;10.1;12.3
"0709";2015;43506;0.116742518273342;0.0186411069737507;0.0210775525214913;0.0956649657518503;0.0862639635912288;0.0258125316048361;0.00935503148990944;239500;505300;402400;66.7;5.9;15;10.7;6.9;9.8
"0711";2015;6601;0.112558703226784;0.0165126495985457;0.0216633843357067;0.0908953188910771;0.0831692167853356;0.0306014240266626;0.0143917588244205;244300;507600;408800;32.9;2.9;6.2;3.5;5;7
"0713";2015;9149;0.114766641162969;0.0190184719641491;0.0204393922833097;0.094327248879659;0.0885342660400044;0.0234998360476555;0.00896272816701279;262500;549400;435100;44.9;3.5;5.9;14.3;3.7;6.1
"0714";2015;3114;0.0995504174694926;0.0215157353885678;0.0186255619781631;0.0809248554913295;0.0793192035966602;0.0228002569043031;0.00513808606294155;258800;493200;409700;56.5;26.7;5.5;2.9;3.9;9
"0716";2015;9253;0.122446774019237;0.0211823192478115;0.0234518534529342;0.0989949205663028;0.0928347562952556;0.0270182643466984;0.00648438344320761;275100;509500;416700;40.7;2.6;7.3;12.5;4.1;5
"0722";2015;21483;0.103663361727878;0.0206675045384723;0.0209467951403435;0.0827165665875343;0.0858353116417633;0.0310478052413536;0.0120560443141088;225700;603100;462200;43;3.3;10.9;4;3.4;6.7
"0723";2015;4962;0.110640870616687;0.0205562273276904;0.0219669488109633;0.0886739218057235;0.08484482063684;0.0290205562273277;0.00826279725916969;210600;508600;419400;45.7;3.2;6.9;2.8;4.6;10.5
"0728";2015;2463;0.106374340235485;0.0170523751522534;0.0178643930166464;0.0885099472188388;0.0820138043036947;0.0235485180673975;0.00527811611855461;288300;489600;404900;39.4;2.4;3.2;13.8;2.8;6.1
"0805";2015;35755;0.121549433645644;0.0196056495595022;0.0195217452104601;0.102027688435184;0.0937770941127115;0.031576003356174;0.0140679625227241;244200;522100;410400;104.8;10.5;14;21.8;8.9;11.9
"0806";2015;53745;0.120960089310634;0.0193320308865941;0.0195739138524514;0.101386175458182;0.0964926969950693;0.0323751046608987;0.0136942971439204;237400;502100;398500;80.7;8.4;12.8;11.4;9;11.4
"0807";2015;12599;0.116437812524804;0.0167473609016589;0.0188903881260418;0.0975474243987618;0.090165886181443;0.0364314628145091;0.0161123898722121;244000;494200;390800;80.5;7.9;25.6;13.7;9;10.6
"0814";2015;14140;0.119377652050919;0.017963224893918;0.0211456859971711;0.0982319660537482;0.0868458274398868;0.0312588401697313;0.011032531824611;253300;522800;413800;77.9;6.6;10;16.6;6.8;12.8
"0815";2015;10636;0.107747273411057;0.0178638585934562;0.0195562241444152;0.0881910492666416;0.0812335464460323;0.050582925911997;0.0188980819857089;219300;467600;376400;105.2;10.7;21.6;26.2;9.7;9.7
"0817";2015;4111;0.104354171734371;0.0199464850401362;0.0199464850401362;0.084407686694235;0.079056190707857;0.0335684748236439;0.0116759912430066;245400;443900;362000;68.1;5.4;14.4;12.6;6.8;10.2
"0819";2015;6630;0.109049773755656;0.0190045248868778;0.0209653092006033;0.0880844645550528;0.0815987933634992;0.0446455505279035;0.0180995475113122;234400;469100;375900;73;6.8;22.5;13.9;8.3;8.7
"0821";2015;5977;0.1403714237912;0.015894261335118;0.0177346494897106;0.122636774301489;0.116111761753388;0.0354692989794211;0.00870001673080141;221100;497000;378400;84.7;10.4;20.9;13.4;8;8.9
"0822";2015;4346;0.117119190059825;0.0200184077312471;0.0207086976530143;0.0964104924068109;0.092038656235619;0.029222273354809;0.00989415554532904;235300;471300;376100;51.8;5.1;6.9;16.3;5.8;6.2
"0826";2015;5913;0.0994419076610857;0.0204633857601894;0.0192795535261289;0.0801623541349569;0.0700152207001522;0.0275663791645527;0.00963977676306443;234400;478900;386100;40.1;3;10.1;6.4;5.1;5.1
"0827";2015;1594;0.102258469259724;0.0219573400250941;0.020702634880803;0.081555834378921;0.0840652446675031;0.0282308657465496;0.0106649937264743;285000;481400;389000;43.9;4.4;3.8;15.1;3.1;6.3
"0828";2015;3002;0.115256495669554;0.016655562958028;0.0173217854763491;0.0979347101932045;0.0762824783477681;0.0276482345103264;0.00399733510992672;253300;506000;401000;70.3;11;10.7;12.7;9;9.7
"0829";2015;2466;0.112733171127332;0.0170316301703163;0.0190592051905921;0.0936739659367397;0.0705596107055961;0.0227088402270884;0.0048661800486618;267400;466800;381000;47.4;4.9;5.3;10.1;4.5;6.9
"0831";2015;1298;0.110169491525424;0.0177195685670262;0.0192604006163328;0.0909090909090909;0.0755007704160247;0.0292758089368259;0.00462249614791988;237000;449100;367800;36.2;8.5;6.2;5.4;4.6;6.9
"0833";2015;2252;0.11056838365897;0.0226465364120782;0.0253108348134991;0.0852575488454707;0.0679396092362345;0.019538188277087;0.00177619893428064;290700;485800;398100;37.7;3.6;8.9;9.8;4.4;5.3
"0834";2015;3689;0.118189211168338;0.0230414746543779;0.0181621035510979;0.10002710761724;0.0889129845486582;0.0149091894822445;0.00352399024125779;301000;507100;410900;50.4;3.8;4.3;12.7;3.8;8.4
"0901";2015;6909;0.111593573599653;0.0205529020118686;0.0224345057171805;0.0891590678824721;0.0817773918077869;0.0350267766681141;0.0133159646837458;206200;510900;392300;58;6.9;8.8;8.5;6.2;10.7
"0904";2015;22098;0.136618698524753;0.0204995927233234;0.0226717349986424;0.113946963526111;0.104217576251244;0.0223097112860892;0.00737623314327088;261100;548300;423400;69.1;8.5;14.5;7.5;7.1;9.5
"0906";2015;44219;0.119134308781293;0.0193129650150388;0.0200140211221421;0.099120287659151;0.0955245482711052;0.0368619824057532;0.0155589226350664;242600;520500;411300;94.2;12.1;20.2;14.6;9.2;9.7
"0911";2015;2481;0.105602579604998;0.0221684804514309;0.0205562273276904;0.0850463522773075;0.0814187827488916;0.0459492140266022;0.011285771866183;237900;450100;362500;75.8;10.5;11.7;24.2;8.5;8.1
"0912";2015;2018;0.110505450941526;0.0237859266600595;0.0232903865213082;0.087215064420218;0.0847373637264618;0.0262636273538157;0.00297324083250743;239800;453300;362500;34.7;4;4.5;5.5;5.5;4.5
"0914";2015;6048;0.103670634920635;0.0200066137566138;0.0190145502645503;0.0846560846560847;0.0916005291005291;0.0421626984126984;0.0150462962962963;229100;481900;391200;83.5;8.4;14.2;20.7;6.8;12.4
